id,catcher_id,credit_amount,wallet_amount,subscription_type,plan_type,is_unlimited,premium_storage,trial_account_type,gst_code,billing_cycle,billing_cycle_status,created_at,updated_at
110,263,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
111,264,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
112,265,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
113,266,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
114,267,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
115,268,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
116,269,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
117,270,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
118,271,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
119,272,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
120,273,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
121,274,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
122,275,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
123,276,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
124,277,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
125,278,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
126,279,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
127,280,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
128,281,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
129,282,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
130,283,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
131,284,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
132,286,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
133,288,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
134,294,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
135,297,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
136,298,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
137,299,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
138,303,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
139,307,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
140,308,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
141,309,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
142,310,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
143,313,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
144,314,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
145,315,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
146,318,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
147,319,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
148,321,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
149,322,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
150,326,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
151,327,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
152,328,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
153,329,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
154,330,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
155,331,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
156,333,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
157,335,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
158,336,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
159,337,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
160,352,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
161,353,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
162,355,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
163,356,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
164,359,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
165,360,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
166,363,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
167,372,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
168,373,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
169,379,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
170,384,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
171,385,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
172,387,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
173,389,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
174,392,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
175,395,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
176,396,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
177,404,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
178,414,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
179,427,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
180,428,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
181,431,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
182,433,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
183,434,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
184,437,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
185,440,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
186,443,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
187,446,,0.0,1,0,0,0,0.0,,,0,2017-11-03 14:08:57,2018-12-10 23:14:49
188,447,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
189,456,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
190,457,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
191,466,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
192,467,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
193,476,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
194,481,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
195,482,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
196,488,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
197,500,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
198,504,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
199,508,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
200,514,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
201,516,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
202,518,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
203,521,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
204,527,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
205,528,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
206,530,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
207,531,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
208,532,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
209,533,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
210,546,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
211,549,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
212,551,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
213,552,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
214,553,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
215,554,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
216,555,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
217,556,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
218,560,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
219,561,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
220,565,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
221,566,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
222,567,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
223,568,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
224,569,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
225,570,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
226,571,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
227,572,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
228,573,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
229,574,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
230,579,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
231,580,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
232,581,,280.0,0,0,0,0,0.0,,,0,2017-11-03 14:08:57,2020-01-28 07:54:49
233,582,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
234,583,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
235,584,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
236,585,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
237,586,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
238,587,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
239,588,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
240,589,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
241,590,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
242,591,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
243,592,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
244,593,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
245,594,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
246,595,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
247,596,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
248,597,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
249,598,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
250,599,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
251,601,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
252,602,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
253,603,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
254,605,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
255,606,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
256,607,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
257,608,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
258,609,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
259,610,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
260,611,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
261,612,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
262,614,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
263,615,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
264,616,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
265,619,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
266,621,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
267,623,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
268,625,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
269,626,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
270,630,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
271,631,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
272,633,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
273,634,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
274,635,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
275,636,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
276,637,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
277,638,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
278,639,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
279,641,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
280,642,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
281,643,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
282,644,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
283,645,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
284,649,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
285,650,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
286,651,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
287,652,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
288,653,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
289,654,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
290,655,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
291,656,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
292,657,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
293,658,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
294,659,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
295,660,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
296,664,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
297,668,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
298,675,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
299,687,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
300,688,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
301,692,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
302,707,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
303,708,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
304,709,,1099.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2020-01-28 07:54:43
305,710,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
306,724,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
307,725,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
308,726,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
309,728,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
310,730,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
311,731,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
312,732,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
313,737,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
314,741,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
315,742,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
316,746,,2221.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2018-09-06 06:40:03
317,749,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
318,755,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
319,758,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
320,759,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
321,760,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
322,761,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
323,763,,100.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2018-03-09 05:48:02
324,764,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
325,767,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
326,768,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
327,769,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
328,771,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
329,772,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
330,773,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
331,774,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
332,775,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
333,778,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
334,780,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
335,781,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
336,782,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
337,783,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
338,784,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
339,785,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
340,788,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
341,789,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
342,790,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
343,791,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
344,792,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
345,793,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
346,794,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
347,795,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
348,796,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
349,799,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
350,800,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-12-27 06:13:58
351,801,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
352,802,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
353,803,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
354,804,,12.0,1,0,0,0,,,,0,2017-11-03 14:08:57,2017-12-25 23:34:05
355,805,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
356,806,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
357,808,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
358,814,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
359,815,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
360,816,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
361,817,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
362,818,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
363,819,,0.0,0,0,0,0,,,,0,2017-11-03 14:08:57,2017-11-03 14:08:57
